"date","time","load_act"
"20210111","1300","10"
"20210111","1400","10"
"20210111","1500","10"
"20210111","1600","8"
"20210111","1700","6"
"20210111","1800","4"
"20210111","1900","3"
"20210111","2000","3"
"20210111","2100","3"
"20210111","2200","3"
"20210111","2300","3"
"20210112","0000","3"
"20210112","0100","4"
"20210112","0200","5"
"20210112","0300","4"
"20210112","0400","5"
"20210112","0500","6"
"20210112","0600","6"
"20210112","0700","5"
"20210112","0800","4"
"20210112","0900","4"
"20210112","1000","3"
"20210112","1100","2"
"20210112","1200","3"
"20210112","1300","2"
"20210112","1400","2"
"20210112","1500","2"
"20210112","1600","1"
"20210112","1700","2"
"20210112","1800","3"
"20210112","1900","4"
"20210112","2000","4"
"20210112","2100","8"
"20210112","2200","11"
"20210112","2300","13"
"20210113","0000","16"
"20210113","0100","16"
"20210113","0200","17"
"20210113","0300","17"
"20210113","0400","17"
"20210113","0500","17"
"20210113","0600","16"
"20210113","0700","17"
"20210113","0800","16"
"20210113","0900","17"
"20210113","1000","17"
"20210113","1100","18"
"20210113","1200","16"
"20210113","1300","15"
"20210113","1400","15"
"20210113","1500","14"
"20210113","1600","13"
"20210113","1700","13"
"20210113","1800","13"
"20210113","1900","13"
"20210113","2000","11"
"20210113","2100","9"
"20210113","2200","11"
"20210113","2300","11"
"20210114","0000","10"
"20210114","0100","11"
"20210114","0200","12"
"20210114","0300","14"
"20210114","0400","16"
"20210114","0500","16"
"20210114","0600","19"
"20210114","0700","21"
"20210114","0800","21"
"20210114","0900","20"
"20210114","1000","18"
"20210114","1100","18"
"20210114","1200","18"
"20210114","1300","17"
"20210114","1400","18"
"20210114","1500","19"
"20210114","1600","19"
"20210114","1700","18"
"20210114","1800","21"
"20210114","1900","22"
"20210114","2000","23"
"20210114","2100","20"
"20210114","2200","17"
"20210114","2300","17"
"20210115","0000","17"
"20210115","0100","16"
"20210115","0200","17"
"20210115","0300","16"
"20210115","0400","15"
"20210115","0500","12"
"20210115","0600","11"
"20210115","0700","9"
"20210115","0800","7"
"20210115","0900","5"
"20210115","1000","4"
"20210115","1100","4"
"20210115","1200","5"
"20210115","1300","5"
"20210115","1400","5"
"20210115","1500","5"
"20210115","1600","6"
"20210115","1700","8"
"20210115","1800","10"
"20210115","1900","11"
"20210115","2000","10"
"20210115","2100","10"
"20210115","2200","9"
"20210115","2300","9"
"20210116","0000","10"
"20210116","0100","10"
"20210116","0200","12"
"20210116","0300","11"
"20210116","0400","11"
"20210116","0500","12"
"20210116","0600","14"
"20210116","0700","15"
"20210116","0800","15"
"20210116","0900","18"
"20210116","1000","21"
"20210116","1100","21"
"20210116","1200","23"
"20210116","1300","24"
"20210116","1400","26"
"20210116","1500","26"
"20210116","1600","30"
"20210116","1700","32"
"20210116","1800","31"
"20210116","1900","28"
"20210116","2000","26"
"20210116","2100","23"
"20210116","2200","22"
"20210116","2300","21"
"20210117","0000","19"
"20210117","0100","20"
"20210117","0200","19"
"20210117","0300","18"
"20210117","0400","17"
"20210117","0500","19"
"20210117","0600","18"
"20210117","0700","17"
"20210117","0800","16"
"20210117","0900","13"
"20210117","1000","10"
"20210117","1100","9"
"20210117","1200","8"
"20210117","1300","8"
"20210117","1400","8"
"20210117","1500","8"
"20210117","1600","8"
"20210117","1700","9"
"20210117","1800","9"
"20210117","1900","11"
"20210117","2000","13"
"20210117","2100","13"
"20210117","2200","13"
"20210117","2300","13"
"20210118","0000","11"
"20210118","0100","11"
"20210118","0200","9"
"20210118","0300","8"
"20210118","0400","6"
"20210118","0500","5"
"20210118","0600","5"
"20210118","0700","5"
"20210118","0800","4"
"20210118","0900","3"
"20210118","1000","3"
"20210118","1100","3"
"20210118","1200","4"
"20210118","1300","5"
"20210118","1400","6"
"20210118","1500","6"
"20210118","1600","6"
"20210118","1700","8"
"20210118","1800","8"
"20210118","1900","10"
"20210118","2000","11"
"20210118","2100","13"
"20210118","2200","16"
"20210118","2300","19"
"20210119","0000","18"
"20210119","0100","24"
"20210119","0200","25"
"20210119","0300","26"
"20210119","0400","28"
"20210119","0500","29"
"20210119","0600","29"
"20210119","0700","27"
"20210119","0800","27"
"20210119","0900","28"
"20210119","1000","28"
"20210119","1100","27"
"20210119","1200","28"
"20210119","1300","29"
"20210119","1400","29"
"20210119","1500","29"
"20210119","1600","26"
"20210119","1700","24"
"20210119","1800","25"
"20210119","1900","25"
"20210119","2000","25"
"20210119","2100","25"
"20210119","2200","23"
"20210119","2300","23"
"20210120","0000","22"
"20210120","0100","20"
"20210120","0200","20"
"20210120","0300","20"
"20210120","0400","20"
"20210120","0500","20"
"20210120","0600","20"
"20210120","0700","20"
"20210120","0800","19"
"20210120","0900","20"
"20210120","1000","20"
"20210120","1100","19"
"20210120","1200","17"
"20210120","1300","18"
"20210120","1400","15"
"20210120","1500","12"
"20210120","1600","9"
"20210120","1700","7"
"20210120","1800","8"
"20210120","1900","7"
"20210120","2000","7"
"20210120","2100","5"
"20210120","2200","4"
"20210120","2300","5"
"20210121","0000","5"
"20210121","0100","6"
"20210121","0200","6"
"20210121","0300","7"
"20210121","0400","7"
"20210121","0500","7"
"20210121","0600","9"
"20210121","0700","10"
"20210121","0800","8"
"20210121","0900","6"
"20210121","1000","5"
"20210121","1100","6"
"20210121","1200","5"
"20210121","1300","5"
"20210121","1400","4"
"20210121","1500","3"
"20210121","1600","3"
"20210121","1700","6"
"20210121","1800","8"
"20210121","1900","9"
"20210121","2000","9"
"20210121","2100","8"
"20210121","2200","8"
"20210121","2300","10"
"20210122","0000","12"
"20210122","0100","14"
"20210122","0200","14"
"20210122","0300","16"
"20210122","0400","17"
"20210122","0500","15"
"20210122","0600","15"
"20210122","0700","14"
"20210122","0800","14"
